symbol,circulating_supply,price_usd,market_cap_usd
MELANIA,549998411.015762,0.3637178037311263,200044214.11026224
LAYER,210000000.0,1.0824788763296163,227320564.02921942
USDF,123428123.41906643,0.9992656691232997,123337486.33698663
LAUNCHCOIN,999874290.0,0.23251271847114682,232483489.29730782
VVV,29998426.73621332,3.7829804111969008,113483460.70982036
SIGN,1200000000.0,0.08608270249579503,103299242.99495403
BDCA,74774715.49504133,0.8547395272750934,63912904.974361226
B3,21292670212.0,0.005272407458553329,112263633.23826508
GOHOME,499895.0,246.9396681255405,123443905.39761707
NIL,195150000.0,0.44639042250265953,87113090.951394
SHELL,284499999.99999,0.21711518884197484,61769271.22553967
USDf,250441222.28583318,0.9982411824498306,250000741.86879098
SIREN,731810342.903698,0.13170757400057226,96384964.89237297
FRXUSD,76123766.09680311,1.000082959041563,76130081.25147867
USDO,209554802.55288872,1.0123266226438838,212137905.52717176
PARTI,233000000.0,0.341598057462797,79592347.38883169
SKYAI,1000000000.0,0.06956232532318635,69562325.32318635
SXT,1400000000.0,0.13553726018232115,189752164.25524962
